coinfrom,cointo,corr
ADA,ADA,1.0
ALGO,ADA,0.5537422990071187
ATOM,ADA,0.5447783712743179
BCH,ADA,0.4876909883145132
BNB,ADA,0.40201330210885455
BSV,ADA,0.40785943482596704
BTC,ADA,0.47534310647673206
CRO,ADA,0.4141005738062541
DASH,ADA,0.4193715933078514
DOT,ADA,0.44967706980253686
EOS,ADA,0.5385060899816773
ETC,ADA,0.30096621993839495
ETH,ADA,0.6200044768656121
FTT,ADA,0.5624761880211533
HEDG,ADA,0.20096763679871424
HT,ADA,0.2863097891476427
LINK,ADA,0.6022202176908987
LTC,ADA,0.5007810158838745
MIOTA,ADA,0.5918960033434945
MKR,ADA,0.486806922979948
NEO,ADA,0.4702731497445114
OMG,ADA,0.5279710466260212
ONT,ADA,0.546931524380229
SNX,ADA,0.48150130071738717
THETA,ADA,0.29922211421836475
TRX,ADA,0.3755721719959565
UMA,ADA,0.35099299836260284
VET,ADA,0.5223439165380324
WBTC,ADA,0.4431236518679209
XEM,ADA,0.34685847853073737
XLM,ADA,0.6327685837434008
XMR,ADA,0.3960951631025265
XRP,ADA,0.3271839613244473
XTZ,ADA,0.6004911430442117
YFI,ADA,0.3619856886302245
ZEC,ADA,0.5112590816819466
ADA,ALGO,0.5537422990071187
ALGO,ALGO,1.0
ATOM,ALGO,0.6546221096722741
BCH,ALGO,0.5353263185416621
BNB,ALGO,0.4268355632225475
BSV,ALGO,0.49024218641111966
BTC,ALGO,0.5230602083894264
CRO,ALGO,0.3666947787787883
DASH,ALGO,0.4645847842968462
DOT,ALGO,0.49052879183732745
EOS,ALGO,0.5929500386643268
ETC,ALGO,0.37012673507853855
ETH,ALGO,0.631835735309192
FTT,ALGO,0.5540496192171311
HEDG,ALGO,0.2413937124261017
HT,ALGO,0.3689037856964858
LINK,ALGO,0.7112251040453738
LTC,ALGO,0.5675855146121713
MIOTA,ALGO,0.6454235896111714
MKR,ALGO,0.480706225707469
NEO,ALGO,0.5223547774308501
OKB,ALGO,0.2998734001096359
OMG,ALGO,0.670321988949129
ONT,ALGO,0.6849439667581282
SNX,ALGO,0.615640837272011
THETA,ALGO,0.4462487996617259
TRX,ALGO,0.43051431436080134
UMA,ALGO,0.4319907936537051
VET,ALGO,0.653471776687524
WBTC,ALGO,0.4919834262424486
XEM,ALGO,0.32174332802924815
XLM,ALGO,0.5668558395751612
XMR,ALGO,0.4655402414672637
XRP,ALGO,0.41899150419852105
XTZ,ALGO,0.7722274797725228
YFI,ALGO,0.44028331606461835
ZEC,ALGO,0.585902035912446
ADA,ATOM,0.5447783712743179
ALGO,ATOM,0.6546221096722741
ATOM,ATOM,1.0
BCH,ATOM,0.46356567705118507
BNB,ATOM,0.3702498193239773
BSV,ATOM,0.4261846187542537
BTC,ATOM,0.40429399732857835
CRO,ATOM,0.32951482067577753
DASH,ATOM,0.45768736725347464
DOT,ATOM,0.49411094861111754
EOS,ATOM,0.5211378626920837
ETC,ATOM,0.2519707068259818
ETH,ATOM,0.5340814699676155
FTT,ATOM,0.4950845113963774
HEDG,ATOM,0.2139968938131592
HT,ATOM,0.3087072261581232
LINK,ATOM,0.602375547148031
LTC,ATOM,0.4437020172481459
MIOTA,ATOM,0.549080189886995
MKR,ATOM,0.4234965764003149
NEO,ATOM,0.4286492639798525
OKB,ATOM,0.20535721313079192
OMG,ATOM,0.5843950806675922
ONT,ATOM,0.5535636108703081
SNX,ATOM,0.49196880761471395
THETA,ATOM,0.34158118062562737
TRX,ATOM,0.30662597238611145
UMA,ATOM,0.3441102361644326
VET,ATOM,0.5672859239000525
WBTC,ATOM,0.37336070777678665
XEM,ATOM,0.29766183047855105
XLM,ATOM,0.4638761121681338
XMR,ATOM,0.41608072568488574
XRP,ATOM,0.29469979074972985
XTZ,ATOM,0.6653126893016161
YFI,ATOM,0.34929691504570076
ZEC,ATOM,0.5888538337197035
ADA,BCH,0.4876909883145132
ALGO,BCH,0.5353263185416621
ATOM,BCH,0.46356567705118507
BCH,BCH,1.0
BNB,BCH,0.4028734047062976
BSV,BCH,0.8584353906165704
BTC,BCH,0.6123060876989074
CRO,BCH,0.4104016640888938
DASH,BCH,0.71080346150446
DOT,BCH,0.3872467092488282
EOS,BCH,0.7793237320081008
ETC,BCH,0.6427679993397237
ETH,BCH,0.705502860743988
FTT,BCH,0.5636605184794179
HEDG,BCH,0.225956057460201
HT,BCH,0.3928276415891802
LINK,BCH,0.653794553917583
LTC,BCH,0.7631394214372373
MIOTA,BCH,0.7051244309458233
MKR,BCH,0.4849411709289287
NEO,BCH,0.6596363642108037
OKB,BCH,0.2747947467426008
OMG,BCH,0.6225224611080493
ONT,BCH,0.701453187368551
SNX,BCH,0.4358698591704607
THETA,BCH,0.40351719959859916
TRX,BCH,0.49410786781934135
UMA,BCH,0.3553603948319799
VET,BCH,0.6662941821341086
WBTC,BCH,0.568707696465857
XEM,BCH,0.2294516448992552
XLM,BCH,0.5525551572015845
XMR,BCH,0.5373577959716199
XRP,BCH,0.46353839265250135
XTZ,BCH,0.7001485939959935
YFI,BCH,0.3819051819803084
ZEC,BCH,0.7021848585827507
ADA,BNB,0.40201330210885455
ALGO,BNB,0.4268355632225475
ATOM,BNB,0.3702498193239773
BCH,BNB,0.4028734047062976
BNB,BNB,1.0
BSV,BNB,0.3569663391457177
BTC,BNB,0.47841870024474664
CRO,BNB,0.38981547600565464
DASH,BNB,0.44576544511535016
DOT,BNB,0.3370118739428488
EOS,BNB,0.47269833760999436
ETC,BNB,0.27306146167192424
ETH,BNB,0.45919954045872036
FTT,BNB,0.7732709564498502
HT,BNB,0.8021905476088615
LEO,BNB,0.2653478599875254
LINK,BNB,0.4631256109329241
LTC,BNB,0.44392593353401444
MIOTA,BNB,0.4772222602842614
MKR,BNB,0.3285754777251584
NEO,BNB,0.4792985015584823
OKB,BNB,0.7167915132884052
OMG,BNB,0.41061262077963784
ONT,BNB,0.4439402718628562
SNX,BNB,0.3782481530074006
THETA,BNB,0.22837333646925553
TRX,BNB,0.34876039973766104
UMA,BNB,0.29330829257257124
VET,BNB,0.37906873982964573
WBTC,BNB,0.4429546457138075
XEM,BNB,0.28319053196288124
XLM,BNB,0.34864470363713795
XMR,BNB,0.4547651717233457
XRP,BNB,0.3077368205684049
XTZ,BNB,0.4975382718308072
YFI,BNB,0.2824617119963995
ZEC,BNB,0.4822884860242595
ADA,BSV,0.40785943482596704
ALGO,BSV,0.49024218641111966
ATOM,BSV,0.4261846187542537
BCH,BSV,0.8584353906165704
BNB,BSV,0.3569663391457177
BSV,BSV,1.0
BTC,BSV,0.5111468231535821
CRO,BSV,0.37987680959877285
DASH,BSV,0.6098424741514759
DOT,BSV,0.33175733261330537
EOS,BSV,0.793906295885871
ETC,BSV,0.5313071773666239
ETH,BSV,0.5722874414963136
FTT,BSV,0.4601011069631154
HT,BSV,0.3794952120242914
LINK,BSV,0.5758151327619471
LTC,BSV,0.6578240707675919
MIOTA,BSV,0.637673447503502
MKR,BSV,0.5045453052618005
NEO,BSV,0.511146721276733
OKB,BSV,0.28983864029785356
OMG,BSV,0.5758133536489951
ONT,BSV,0.6455205241580234
SNX,BSV,0.40888610716900026
THETA,BSV,0.3781035116129189
TRX,BSV,0.4872342590325494
UMA,BSV,0.31052938602746233
VET,BSV,0.537574667693422
WBTC,BSV,0.47963079590887786
XEM,BSV,0.23122603148024157
XLM,BSV,0.47660941969511067
XMR,BSV,0.4490472052095822
XRP,BSV,0.41496071932181516
XTZ,BSV,0.6387062457580834
YFI,BSV,0.33953738224540836
ZEC,BSV,0.6162335731291239
ADA,BTC,0.47534310647673206
ALGO,BTC,0.5230602083894264
ATOM,BTC,0.40429399732857835
BCH,BTC,0.6123060876989074
BNB,BTC,0.47841870024474664
BSV,BTC,0.5111468231535821
BTC,BTC,1.0
CRO,BTC,0.5048928415531612
DASH,BTC,0.529747081649421
DOT,BTC,0.46398576904082167
EOS,BTC,0.5637654536084586
ETC,BTC,0.3642131325492828
ETH,BTC,0.7094047423810897
FTT,BTC,0.7415479574841956
HEDG,BTC,0.3065804611837357
HT,BTC,0.4053102569749889
LINK,BTC,0.550874516275959
LTC,BTC,0.7332919886049122
MIOTA,BTC,0.5653835836952172
MKR,BTC,0.4177645265486592
NEO,BTC,0.4889644728259833
OKB,BTC,0.3371707117802286
OMG,BTC,0.4616949309156547
ONT,BTC,0.5455264555189753
SNX,BTC,0.3967339196871391
THETA,BTC,0.472783618852369
TRX,BTC,0.42096809057686685
UMA,BTC,0.3516948552302284
VET,BTC,0.47012065182001983
WBTC,BTC,0.9324282614392728
XEM,BTC,0.2353597419535495
XLM,BTC,0.48685892770963707
XMR,BTC,0.5307491030942915
XRP,BTC,0.34056516537301945
XTZ,BTC,0.5102136512276682
YFI,BTC,0.3669079370438065
ZEC,BTC,0.5726449686076279
BUSD,BUSD,1.0
TUSD,BUSD,0.22318134379834037
USDC,BUSD,0.3114502387173041
USDT,BUSD,0.23849505829468706
ADA,CRO,0.4141005738062541
ALGO,CRO,0.3666947787787883
ATOM,CRO,0.32951482067577753
BCH,CRO,0.4104016640888938
BNB,CRO,0.38981547600565464
BSV,CRO,0.37987680959877285
BTC,CRO,0.5048928415531612
CRO,CRO,1.0
DASH,CRO,0.3898742315926057
DOT,CRO,0.3371005824829847
EOS,CRO,0.4557307990908401
ETC,CRO,0.28268780927960757
ETH,CRO,0.44642144189854255
FTT,CRO,0.5488536649874929
HEDG,CRO,0.22262858119854764
HT,CRO,0.35202493442831057
LINK,CRO,0.3899464809823733
LTC,CRO,0.4598526170830183
MIOTA,CRO,0.42033810337350436
MKR,CRO,0.25380630458658665
NEO,CRO,0.31338927414127166
OKB,CRO,0.28487659918552366
OMG,CRO,0.35276343565656554
ONT,CRO,0.39149646820532685
SNX,CRO,0.2674379419794852
THETA,CRO,0.25910895938752904
TRX,CRO,0.32358711335464424
UMA,CRO,0.25586319165047716
VET,CRO,0.3334059256360559
WBTC,CRO,0.47137888727429056
XEM,CRO,0.3948367737538324
XLM,CRO,0.41603052485475117
XMR,CRO,0.3005015356353509
XRP,CRO,0.3152431101799286
XTZ,CRO,0.4564954929324402
YFI,CRO,0.25692499885493403
ZEC,CRO,0.4069200269878581
CTC,CTC,1.0
DAI,DAI,1.0
USDT,DAI,0.20432643806803036
ADA,DASH,0.4193715933078514
ALGO,DASH,0.4645847842968462
ATOM,DASH,0.45768736725347464
BCH,DASH,0.71080346150446
BNB,DASH,0.44576544511535016
BSV,DASH,0.6098424741514759
BTC,DASH,0.529747081649421
CRO,DASH,0.3898742315926057
DASH,DASH,1.0
DOT,DASH,0.3184432487715272
EOS,DASH,0.666274442252088
ETC,DASH,0.668667959664527
ETH,DASH,0.5423777246959317
FTT,DASH,0.5318226253631557
HT,DASH,0.43146411858084893
LINK,DASH,0.5445651165147961
LTC,DASH,0.6513988121112863
MIOTA,DASH,0.6513581299247446
MKR,DASH,0.3514813719721665
NEO,DASH,0.6216995004163848
OKB,DASH,0.2991957354316547
OMG,DASH,0.5951328610677401
ONT,DASH,0.6737967173572935
SNX,DASH,0.3900386202397355
THETA,DASH,0.37352509835166325
TRX,DASH,0.4990139954104246
UMA,DASH,0.35111928921851276
VET,DASH,0.4858685685386151
WBTC,DASH,0.49493569940007626
XEM,DASH,0.2256609497723952
XLM,DASH,0.5039627599434238
XMR,DASH,0.6964311650337
XRP,DASH,0.4207545825449367
XTZ,DASH,0.6338975838121578
YFI,DASH,0.3430653308732466
ZEC,DASH,0.8376996451614871
ADA,DOT,0.44967706980253686
ALGO,DOT,0.49052879183732745
ATOM,DOT,0.49411094861111754
BCH,DOT,0.3872467092488282
BNB,DOT,0.3370118739428488
BSV,DOT,0.33175733261330537
BTC,DOT,0.46398576904082167
CRO,DOT,0.3371005824829847
DASH,DOT,0.3184432487715272
DOT,DOT,1.0
EOS,DOT,0.37658488854183475
ETC,DOT,0.23335886402062414
ETH,DOT,0.539871426339577
FTT,DOT,0.48690913580436873
HEDG,DOT,0.3229634469390224
HT,DOT,0.25970897512399466
LINK,DOT,0.5266864993892862
LTC,DOT,0.4386091145535079
MIOTA,DOT,0.4380790275809368
MKR,DOT,0.3453822473406735
NEO,DOT,0.3775493874846394
OKB,DOT,0.25491623993303475
OMG,DOT,0.3605291627783338
ONT,DOT,0.40520244716791837
SNX,DOT,0.3969143550207553
THETA,DOT,0.3593918088972324
TRX,DOT,0.3963313718920499
UMA,DOT,0.35418942190426295
VET,DOT,0.4033237836336119
WBTC,DOT,0.47894515813173255
XEM,DOT,0.2599639724787262
XLM,DOT,0.3160388918317265
XMR,DOT,0.34054495845975163
XRP,DOT,0.23178657507282482
XTZ,DOT,0.4925902822921094
YFI,DOT,0.4230513534537447
ZEC,DOT,0.4036764133889733
ADA,EOS,0.5385060899816773
ALGO,EOS,0.5929500386643268
ATOM,EOS,0.5211378626920837
BCH,EOS,0.7793237320081008
BNB,EOS,0.47269833760999436
BSV,EOS,0.793906295885871
BTC,EOS,0.5637654536084586
CRO,EOS,0.4557307990908401
DASH,EOS,0.666274442252088
DOT,EOS,0.37658488854183475
EOS,EOS,1.0
ETC,EOS,0.5372594564441845
ETH,EOS,0.6418128792860524
FTT,EOS,0.5839754467646832
HT,EOS,0.4645157888858339
LINK,EOS,0.6778705421546396
LTC,EOS,0.698114742128878
MIOTA,EOS,0.7116756575332657
MKR,EOS,0.4820759780795881
NEO,EOS,0.6300039355957229
OKB,EOS,0.38004380083679495
OMG,EOS,0.6705229808859164
ONT,EOS,0.744914163925837
SNX,EOS,0.4555101588227272
THETA,EOS,0.32767678750254065
TRX,EOS,0.6124109303847093
UMA,EOS,0.3840583773865724
VET,EOS,0.6094784852447122
WBTC,EOS,0.5307938287286168
XEM,EOS,0.27200683404870835
XLM,EOS,0.6778369289527196
XMR,EOS,0.45835908135161807
XRP,EOS,0.5965929486390318
XTZ,EOS,0.7634500181380254
YFI,EOS,0.3963600424458438
ZEC,EOS,0.6689760780205405
ADA,ETC,0.30096621993839495
ALGO,ETC,0.37012673507853855
ATOM,ETC,0.2519707068259818
BCH,ETC,0.6427679993397237
BNB,ETC,0.27306146167192424
BSV,ETC,0.5313071773666239
BTC,ETC,0.3642131325492828
CRO,ETC,0.28268780927960757
DASH,ETC,0.668667959664527
DOT,ETC,0.23335886402062414
EOS,ETC,0.5372594564441845
ETC,ETC,1.0
ETH,ETC,0.45106801587389017
FTT,ETC,0.4010073074485177
HT,ETC,0.30086720518302806
LINK,ETC,0.40535501437870514
LTC,ETC,0.5405691520015746
MIOTA,ETC,0.5142215656561167
MKR,ETC,0.2788846436665969
NEO,ETC,0.5872823219083402
OKB,ETC,0.21158714812852275
OMG,ETC,0.49854619680027734
ONT,ETC,0.5702151699774702
SNX,ETC,0.3542725939893116
THETA,ETC,0.2517981163836644
TRX,ETC,0.42047040616781917
UMA,ETC,0.3123718929030235
VET,ETC,0.4162419587540588
WBTC,ETC,0.3677388224558726
XLM,ETC,0.413118538999115
XMR,ETC,0.49034232881799805
XRP,ETC,0.32610185466953195
XTZ,ETC,0.5116765673084575
YFI,ETC,0.36179372677394517
ZEC,ETC,0.5873686176233276
ADA,ETH,0.6200044768656121
ALGO,ETH,0.631835735309192
ATOM,ETH,0.5340814699676155
BCH,ETH,0.705502860743988
BNB,ETH,0.45919954045872036
BSV,ETH,0.5722874414963136
BTC,ETH,0.7094047423810897
CRO,ETH,0.44642144189854255
DASH,ETH,0.5423777246959317
DOT,ETH,0.539871426339577
EOS,ETH,0.6418128792860524
ETC,ETH,0.45106801587389017
ETH,ETH,1.0
FTT,ETH,0.7494787112044113
HEDG,ETH,0.30843376926333643
HT,ETH,0.3977765510409646
LINK,ETH,0.7315394739470912
LTC,ETH,0.7380687987658079
MIOTA,ETH,0.6433175183187638
MKR,ETH,0.6163155263763416
NEO,ETH,0.5953789782152357
OKB,ETH,0.26749813311256615
OMG,ETH,0.6114130556630051
ONT,ETH,0.6126136925581657
SNX,ETH,0.6148345398642225
THETA,ETH,0.35400754575491455
TRX,ETH,0.5275657613461999
UMA,ETH,0.5522744136999486
VET,ETH,0.6434566411262777
WBTC,ETH,0.6608563785060205
XEM,ETH,0.2867756679521082
XLM,ETH,0.5481672612546905
XMR,ETH,0.5067311935924294
XRP,ETH,0.40648520368962254
XTZ,ETH,0.684558607273912
YFI,ETH,0.5195551456688967
ZEC,ETH,0.6349335761268318
ADA,FTT,0.5624761880211533
ALGO,FTT,0.5540496192171311
ATOM,FTT,0.4950845113963774
BCH,FTT,0.5636605184794179
BNB,FTT,0.7732709564498502
BSV,FTT,0.4601011069631154
BTC,FTT,0.7415479574841956
CRO,FTT,0.5488536649874929
DASH,FTT,0.5318226253631557
DOT,FTT,0.48690913580436873
EOS,FTT,0.5839754467646832
ETC,FTT,0.4010073074485177
ETH,FTT,0.7494787112044113
FTT,FTT,1.0
HEDG,FTT,0.21703503570133206
HT,FTT,0.6730819728859446
LEO,FTT,0.22989031282540798
LINK,FTT,0.6356980665920384
LTC,FTT,0.6235542466452073
MIOTA,FTT,0.6142840297955783
MKR,FTT,0.4719871676963424
NEO,FTT,0.5985064719914795
OKB,FTT,0.5663011080254651
OMG,FTT,0.5361707805288064
ONT,FTT,0.5816493222553388
SNX,FTT,0.522289441938977
THETA,FTT,0.36356693976796073
TRX,FTT,0.4556211943346214
UMA,FTT,0.4544853041488265
VET,FTT,0.5293380499816057
WBTC,FTT,0.6936827565140681
XEM,FTT,0.37701165655245084
XLM,FTT,0.5164614060011883
XMR,FTT,0.49572812874330824
XRP,FTT,0.33392952154007904
XTZ,FTT,0.6224201546871985
YFI,FTT,0.4489778127982598
ZEC,FTT,0.5892250034245669
ADA,HEDG,0.20096763679871424
ALGO,HEDG,0.2413937124261017
ATOM,HEDG,0.2139968938131592
BCH,HEDG,0.225956057460201
BTC,HEDG,0.3065804611837357
CRO,HEDG,0.22262858119854764
DOT,HEDG,0.3229634469390224
ETH,HEDG,0.30843376926333643
FTT,HEDG,0.21703503570133206
HEDG,HEDG,1.0
LINK,HEDG,0.2909947017735204
LTC,HEDG,0.24177534167892392
MIOTA,HEDG,0.21142169573266598
MKR,HEDG,0.2026372314785183
ONT,HEDG,0.2314751119857516
WBTC,HEDG,0.28920112328614495
XTZ,HEDG,0.2418321103605265
HEX,HEX,1.0
ADA,HT,0.2863097891476427
ALGO,HT,0.3689037856964858
ATOM,HT,0.3087072261581232
BCH,HT,0.3928276415891802
BNB,HT,0.8021905476088615
BSV,HT,0.3794952120242914
BTC,HT,0.4053102569749889
CRO,HT,0.35202493442831057
DASH,HT,0.43146411858084893
DOT,HT,0.25970897512399466
EOS,HT,0.4645157888858339
ETC,HT,0.30086720518302806
ETH,HT,0.3977765510409646
FTT,HT,0.6730819728859446
HT,HT,1.0
LEO,HT,0.24559364110400883
LINK,HT,0.42871397909466136
LTC,HT,0.4199802392485956
MIOTA,HT,0.4037644146315716
MKR,HT,0.2883131799680847
NEO,HT,0.4408477399766942
OKB,HT,0.8141227564433979
OMG,HT,0.34528455994996426
ONT,HT,0.4221194802346983
SNX,HT,0.3109326529022332
TRX,HT,0.30689647478606213
UMA,HT,0.26137579595461535
VET,HT,0.2924881678464724
WBTC,HT,0.3842905286110775
XEM,HT,0.30381589080682164
XLM,HT,0.31661452240187704
XMR,HT,0.36457796092623634
XRP,HT,0.33492844797733384
XTZ,HT,0.4562488475278073
YFI,HT,0.25146298986152243
ZEC,HT,0.4139050110976098
BNB,LEO,0.2653478599875254
FTT,LEO,0.22989031282540798
HT,LEO,0.24559364110400883
LEO,LEO,1.0
OKB,LEO,0.22878246798551632
ADA,LINK,0.6022202176908987
ALGO,LINK,0.7112251040453738
ATOM,LINK,0.602375547148031
BCH,LINK,0.653794553917583
BNB,LINK,0.4631256109329241
BSV,LINK,0.5758151327619471
BTC,LINK,0.550874516275959
CRO,LINK,0.3899464809823733
DASH,LINK,0.5445651165147961
DOT,LINK,0.5266864993892862
EOS,LINK,0.6778705421546396
ETC,LINK,0.40535501437870514
ETH,LINK,0.7315394739470912
FTT,LINK,0.6356980665920384
HEDG,LINK,0.2909947017735204
HT,LINK,0.42871397909466136
LINK,LINK,1.0
LTC,LINK,0.6283530980857458
MIOTA,LINK,0.6295325509252417
MKR,LINK,0.5403834679102794
NEO,LINK,0.6401358832601467
OKB,LINK,0.30845219956118375
OMG,LINK,0.6458895953459175
ONT,LINK,0.6866337032990082
SNX,LINK,0.6160602479558654
THETA,LINK,0.38548172767552147
TRX,LINK,0.4808208383975843
UMA,LINK,0.4827896531588405
USDT,LINK,0.21487728796262676
VET,LINK,0.6223308986047422
WBTC,LINK,0.516365069229564
XEM,LINK,0.3394421428704007
XLM,LINK,0.5879111782447056
XMR,LINK,0.4673571954440212
XRP,LINK,0.42475127293875736
XTZ,LINK,0.7642508928873842
YFI,LINK,0.5255361789660121
ZEC,LINK,0.596811930149977
ADA,LTC,0.5007810158838745
ALGO,LTC,0.5675855146121713
ATOM,LTC,0.4437020172481459
BCH,LTC,0.7631394214372373
BNB,LTC,0.44392593353401444
BSV,LTC,0.6578240707675919
BTC,LTC,0.7332919886049122
CRO,LTC,0.4598526170830183
DASH,LTC,0.6513988121112863
DOT,LTC,0.4386091145535079
EOS,LTC,0.698114742128878
ETC,LTC,0.5405691520015746
ETH,LTC,0.7380687987658079
FTT,LTC,0.6235542466452073
HEDG,LTC,0.24177534167892392
HT,LTC,0.4199802392485956
LINK,LTC,0.6283530980857458
LTC,LTC,1.0
MIOTA,LTC,0.6316019707319185
MKR,LTC,0.42621587245687365
NEO,LTC,0.5772026079162089
OKB,LTC,0.3180937412267876
OMG,LTC,0.6195686690834857
ONT,LTC,0.6369405098755345
SNX,LTC,0.4835418379940492
THETA,LTC,0.4127746355316943
TRX,LTC,0.4554931939693813
UMA,LTC,0.38940537318306995
VET,LTC,0.597075616910895
WBTC,LTC,0.6760321088908772
XLM,LTC,0.5224140832572542
XMR,LTC,0.5648329682336064
XRP,LTC,0.4632545513927739
XTZ,LTC,0.6577018180879936
YFI,LTC,0.4334019753525264
ZEC,LTC,0.6704516021373206
ADA,MIOTA,0.5918960033434945
ALGO,MIOTA,0.6454235896111714
ATOM,MIOTA,0.549080189886995
BCH,MIOTA,0.7051244309458233
BNB,MIOTA,0.4772222602842614
BSV,MIOTA,0.637673447503502
BTC,MIOTA,0.5653835836952172
CRO,MIOTA,0.42033810337350436
DASH,MIOTA,0.6513581299247446
DOT,MIOTA,0.4380790275809368
EOS,MIOTA,0.7116756575332657
ETC,MIOTA,0.5142215656561167
ETH,MIOTA,0.6433175183187638
FTT,MIOTA,0.6142840297955783
HEDG,MIOTA,0.21142169573266598
HT,MIOTA,0.4037644146315716
