coinfrom,cointo,corr
LINK,MIOTA,0.6295325509252417
LTC,MIOTA,0.6316019707319185
MIOTA,MIOTA,1.0
MKR,MIOTA,0.44068115430954663
NEO,MIOTA,0.6571504789787238
OKB,MIOTA,0.28342007254283835
OMG,MIOTA,0.6418362077217732
ONT,MIOTA,0.7564148637829865
SNX,MIOTA,0.47318448281579517
THETA,MIOTA,0.42758084587010486
TRX,MIOTA,0.5518745434606465
UMA,MIOTA,0.40734538456537434
VET,MIOTA,0.6577064264653032
WBTC,MIOTA,0.529456014821679
XEM,MIOTA,0.3352051967093214
XLM,MIOTA,0.6182340491991851
XMR,MIOTA,0.48387747825276906
XRP,MIOTA,0.542510068688459
XTZ,MIOTA,0.7165473004671352
YFI,MIOTA,0.473148324500538
ZEC,MIOTA,0.7046402379875508
ADA,MKR,0.486806922979948
ALGO,MKR,0.480706225707469
ATOM,MKR,0.4234965764003149
BCH,MKR,0.4849411709289287
BNB,MKR,0.3285754777251584
BSV,MKR,0.5045453052618005
BTC,MKR,0.4177645265486592
CRO,MKR,0.25380630458658665
DASH,MKR,0.3514813719721665
DOT,MKR,0.3453822473406735
EOS,MKR,0.4820759780795881
ETC,MKR,0.2788846436665969
ETH,MKR,0.6163155263763416
FTT,MKR,0.4719871676963424
HEDG,MKR,0.2026372314785183
HT,MKR,0.2883131799680847
LINK,MKR,0.5403834679102794
LTC,MKR,0.42621587245687365
MIOTA,MKR,0.44068115430954663
MKR,MKR,1.0
NEO,MKR,0.3906631273940435
OMG,MKR,0.40227342974976615
ONT,MKR,0.43077255051578256
SNX,MKR,0.54567910545788
THETA,MKR,0.2763528835793964
TRX,MKR,0.34073206645914905
UMA,MKR,0.3690236211188781
VET,MKR,0.37664907029284095
WBTC,MKR,0.3921443009030876
XEM,MKR,0.2002847656793667
XLM,MKR,0.45161419449235
XMR,MKR,0.3493083843688215
XRP,MKR,0.3048149843684756
XTZ,MKR,0.48786719579677146
YFI,MKR,0.3264731756277924
ZEC,MKR,0.4404858266501561
ADA,NEO,0.4702731497445114
ALGO,NEO,0.5223547774308501
ATOM,NEO,0.4286492639798525
BCH,NEO,0.6596363642108037
BNB,NEO,0.4792985015584823
BSV,NEO,0.511146721276733
BTC,NEO,0.4889644728259833
CRO,NEO,0.31338927414127166
DASH,NEO,0.6216995004163848
DOT,NEO,0.3775493874846394
EOS,NEO,0.6300039355957229
ETC,NEO,0.5872823219083402
ETH,NEO,0.5953789782152357
FTT,NEO,0.5985064719914795
HT,NEO,0.4408477399766942
LINK,NEO,0.6401358832601467
LTC,NEO,0.5772026079162089
MIOTA,NEO,0.6571504789787238
MKR,NEO,0.3906631273940435
NEO,NEO,1.0
OKB,NEO,0.38389214878188344
OMG,NEO,0.5825680014425051
ONT,NEO,0.7829070847654662
SNX,NEO,0.42681024054712097
THETA,NEO,0.2976163436355568
TRX,NEO,0.5409796107694157
UMA,NEO,0.3938282835641816
VET,NEO,0.6280547189094429
WBTC,NEO,0.4455996708705301
XEM,NEO,0.29134620265471306
XLM,NEO,0.5367065668873405
XMR,NEO,0.48345488097865785
XRP,NEO,0.45353391501404183
XTZ,NEO,0.6597099179760213
YFI,NEO,0.5279775424408797
ZEC,NEO,0.6656237527499644
ALGO,OKB,0.2998734001096359
ATOM,OKB,0.20535721313079192
BCH,OKB,0.2747947467426008
BNB,OKB,0.7167915132884052
BSV,OKB,0.28983864029785356
BTC,OKB,0.3371707117802286
CRO,OKB,0.28487659918552366
DASH,OKB,0.2991957354316547
DOT,OKB,0.25491623993303475
EOS,OKB,0.38004380083679495
ETC,OKB,0.21158714812852275
ETH,OKB,0.26749813311256615
FTT,OKB,0.5663011080254651
HT,OKB,0.8141227564433979
LEO,OKB,0.22878246798551632
LINK,OKB,0.30845219956118375
LTC,OKB,0.3180937412267876
MIOTA,OKB,0.28342007254283835
NEO,OKB,0.38389214878188344
OKB,OKB,1.0
OMG,OKB,0.2654619125928478
ONT,OKB,0.32218459375527986
SNX,OKB,0.23267927591796508
TRX,OKB,0.2808804526719356
UMA,OKB,0.2379463011189733
VET,OKB,0.21851447736715332
WBTC,OKB,0.3176285029589935
XEM,OKB,0.2508158458856132
XLM,OKB,0.20197757138158878
XMR,OKB,0.2632939271196452
XRP,OKB,0.23738577490197824
XTZ,OKB,0.3439280185808391
YFI,OKB,0.21515761013516457
ZEC,OKB,0.30225584060161365
ADA,OMG,0.5279710466260212
ALGO,OMG,0.670321988949129
ATOM,OMG,0.5843950806675922
BCH,OMG,0.6225224611080493
BNB,OMG,0.41061262077963784
BSV,OMG,0.5758133536489951
BTC,OMG,0.4616949309156547
CRO,OMG,0.35276343565656554
DASH,OMG,0.5951328610677401
DOT,OMG,0.3605291627783338
EOS,OMG,0.6705229808859164
ETC,OMG,0.49854619680027734
ETH,OMG,0.6114130556630051
FTT,OMG,0.5361707805288064
HT,OMG,0.34528455994996426
LINK,OMG,0.6458895953459175
LTC,OMG,0.6195686690834857
MIOTA,OMG,0.6418362077217732
MKR,OMG,0.40227342974976615
NEO,OMG,0.5825680014425051
OKB,OMG,0.2654619125928478
OMG,OMG,1.0
ONT,OMG,0.7198224684951159
SNX,OMG,0.5083028035020789
THETA,OMG,0.3805482288742241
TRX,OMG,0.48824230588558504
UMA,OMG,0.442602621607248
VET,OMG,0.5994268374992914
WBTC,OMG,0.45075819250456295
XEM,OMG,0.2383345807975812
XLM,OMG,0.5170180059457746
XMR,OMG,0.4605226572994561
XRP,OMG,0.40560927475334785
XTZ,OMG,0.7434725249307663
YFI,OMG,0.43043253171078816
ZEC,OMG,0.6335852629148292
ADA,ONT,0.546931524380229
ALGO,ONT,0.6849439667581282
ATOM,ONT,0.5535636108703081
BCH,ONT,0.701453187368551
BNB,ONT,0.4439402718628562
BSV,ONT,0.6455205241580234
BTC,ONT,0.5455264555189753
CRO,ONT,0.39149646820532685
DASH,ONT,0.6737967173572935
DOT,ONT,0.40520244716791837
EOS,ONT,0.744914163925837
ETC,ONT,0.5702151699774702
ETH,ONT,0.6126136925581657
FTT,ONT,0.5816493222553388
HEDG,ONT,0.2314751119857516
HT,ONT,0.4221194802346983
LINK,ONT,0.6866337032990082
LTC,ONT,0.6369405098755345
MIOTA,ONT,0.7564148637829865
MKR,ONT,0.43077255051578256
NEO,ONT,0.7829070847654662
OKB,ONT,0.32218459375527986
OMG,ONT,0.7198224684951159
ONT,ONT,1.0
SNX,ONT,0.4898723265862375
THETA,ONT,0.4125193020558174
TRX,ONT,0.5270266244616535
UMA,ONT,0.39743464135539186
VET,ONT,0.68512805493556
WBTC,ONT,0.5023567249956884
XEM,ONT,0.32857078231419323
XLM,ONT,0.5908124440165633
XMR,ONT,0.5098747888950784
XRP,ONT,0.46695646009210195
XTZ,ONT,0.7845789169271162
YFI,ONT,0.49679938213473207
ZEC,ONT,0.696809947464494
ADA,SNX,0.48150130071738717
ALGO,SNX,0.615640837272011
ATOM,SNX,0.49196880761471395
BCH,SNX,0.4358698591704607
BNB,SNX,0.3782481530074006
BSV,SNX,0.40888610716900026
BTC,SNX,0.3967339196871391
CRO,SNX,0.2674379419794852
DASH,SNX,0.3900386202397355
DOT,SNX,0.3969143550207553
EOS,SNX,0.4555101588227272
ETC,SNX,0.3542725939893116
ETH,SNX,0.6148345398642225
FTT,SNX,0.522289441938977
HT,SNX,0.3109326529022332
LINK,SNX,0.6160602479558654
LTC,SNX,0.4835418379940492
MIOTA,SNX,0.47318448281579517
MKR,SNX,0.54567910545788
NEO,SNX,0.42681024054712097
OKB,SNX,0.23267927591796508
OMG,SNX,0.5083028035020789
ONT,SNX,0.4898723265862375
SNX,SNX,1.0
THETA,SNX,0.35864263705095384
TRX,SNX,0.34919706772375
UMA,SNX,0.43116851336318807
VET,SNX,0.4737642014380059
WBTC,SNX,0.40138970365319976
XEM,SNX,0.26164033585758634
XLM,SNX,0.3525601465518019
XMR,SNX,0.3519722121420037
XRP,SNX,0.27777435164411984
XTZ,SNX,0.5857963264796824
YFI,SNX,0.5397719320439847
ZEC,SNX,0.48413068187692687
ADA,THETA,0.29922211421836475
ALGO,THETA,0.4462487996617259
ATOM,THETA,0.34158118062562737
BCH,THETA,0.40351719959859916
BNB,THETA,0.22837333646925553
BSV,THETA,0.3781035116129189
BTC,THETA,0.472783618852369
CRO,THETA,0.25910895938752904
DASH,THETA,0.37352509835166325
DOT,THETA,0.3593918088972324
EOS,THETA,0.32767678750254065
ETC,THETA,0.2517981163836644
ETH,THETA,0.35400754575491455
FTT,THETA,0.36356693976796073
LINK,THETA,0.38548172767552147
LTC,THETA,0.4127746355316943
MIOTA,THETA,0.42758084587010486
MKR,THETA,0.2763528835793964
NEO,THETA,0.2976163436355568
OMG,THETA,0.3805482288742241
ONT,THETA,0.4125193020558174
SNX,THETA,0.35864263705095384
THETA,THETA,1.0
TRX,THETA,0.22571779186360902
UMA,THETA,0.21382741411706485
VET,THETA,0.3893962328997488
WBTC,THETA,0.43925292645272074
XLM,THETA,0.24012975794181526
XMR,THETA,0.40872146104950463
XTZ,THETA,0.3884465208104166
YFI,THETA,0.26745267633713543
ZEC,THETA,0.39131552561073724
ADA,TRX,0.3755721719959565
ALGO,TRX,0.43051431436080134
ATOM,TRX,0.30662597238611145
BCH,TRX,0.49410786781934135
BNB,TRX,0.34876039973766104
BSV,TRX,0.4872342590325494
BTC,TRX,0.42096809057686685
CRO,TRX,0.32358711335464424
DASH,TRX,0.4990139954104246
DOT,TRX,0.3963313718920499
EOS,TRX,0.6124109303847093
ETC,TRX,0.42047040616781917
ETH,TRX,0.5275657613461999
FTT,TRX,0.4556211943346214
HT,TRX,0.30689647478606213
LINK,TRX,0.4808208383975843
LTC,TRX,0.4554931939693813
MIOTA,TRX,0.5518745434606465
MKR,TRX,0.34073206645914905
NEO,TRX,0.5409796107694157
OKB,TRX,0.2808804526719356
OMG,TRX,0.48824230588558504
ONT,TRX,0.5270266244616535
SNX,TRX,0.34919706772375
THETA,TRX,0.22571779186360902
TRX,TRX,1.0
UMA,TRX,0.3801077741958138
VET,TRX,0.41406076753692883
WBTC,TRX,0.3882003512541995
XEM,TRX,0.3210734097280927
XLM,TRX,0.4704558257031382
XMR,TRX,0.36444627449254247
XRP,TRX,0.4426979711649092
XTZ,TRX,0.538977290100756
YFI,TRX,0.3660926086520439
ZEC,TRX,0.5204067381873435
BUSD,TUSD,0.22318134379834037
TUSD,TUSD,1.0
USDC,TUSD,0.34694982147504505
ADA,UMA,0.35099299836260284
ALGO,UMA,0.4319907936537051
ATOM,UMA,0.3441102361644326
BCH,UMA,0.3553603948319799
BNB,UMA,0.29330829257257124
BSV,UMA,0.31052938602746233
BTC,UMA,0.3516948552302284
CRO,UMA,0.25586319165047716
DASH,UMA,0.35111928921851276
DOT,UMA,0.35418942190426295
EOS,UMA,0.3840583773865724
ETC,UMA,0.3123718929030235
ETH,UMA,0.5522744136999486
FTT,UMA,0.4544853041488265
HT,UMA,0.26137579595461535
LINK,UMA,0.4827896531588405
LTC,UMA,0.38940537318306995
MIOTA,UMA,0.40734538456537434
MKR,UMA,0.3690236211188781
NEO,UMA,0.3938282835641816
OKB,UMA,0.2379463011189733
OMG,UMA,0.442602621607248
ONT,UMA,0.39743464135539186
SNX,UMA,0.43116851336318807
THETA,UMA,0.21382741411706485
TRX,UMA,0.3801077741958138
UMA,UMA,1.0
VET,UMA,0.38459918451636044
WBTC,UMA,0.3868554059461002
XEM,UMA,0.23369150319714518
XLM,UMA,0.32983064459284767
XMR,UMA,0.3214500787438088
XRP,UMA,0.2953817476192201
XTZ,UMA,0.4382531944037878
YFI,UMA,0.43304144963982777
ZEC,UMA,0.39302629914671505
BUSD,USDC,0.3114502387173041
TUSD,USDC,0.34694982147504505
USDC,USDC,1.0
USDT,USDC,0.2811248709054428
BUSD,USDT,0.23849505829468706
DAI,USDT,0.20432643806803036
LINK,USDT,0.21487728796262676
USDC,USDT,0.2811248709054428
USDT,USDT,1.0
ADA,VET,0.5223439165380324
ALGO,VET,0.653471776687524
ATOM,VET,0.5672859239000525
BCH,VET,0.6662941821341086
BNB,VET,0.37906873982964573
BSV,VET,0.537574667693422
BTC,VET,0.47012065182001983
CRO,VET,0.3334059256360559
DASH,VET,0.4858685685386151
DOT,VET,0.4033237836336119
EOS,VET,0.6094784852447122
ETC,VET,0.4162419587540588
ETH,VET,0.6434566411262777
FTT,VET,0.5293380499816057
HT,VET,0.2924881678464724
LINK,VET,0.6223308986047422
LTC,VET,0.597075616910895
MIOTA,VET,0.6577064264653032
MKR,VET,0.37664907029284095
NEO,VET,0.6280547189094429
OKB,VET,0.21851447736715332
OMG,VET,0.5994268374992914
ONT,VET,0.68512805493556
SNX,VET,0.4737642014380059
THETA,VET,0.3893962328997488
TRX,VET,0.41406076753692883
UMA,VET,0.38459918451636044
VET,VET,1.0
WBTC,VET,0.43805947871977396
XEM,VET,0.2766606326312738
XLM,VET,0.49890572195375693
XMR,VET,0.43389504818635705
XRP,VET,0.3663343084450455
XTZ,VET,0.6851135770817053
YFI,VET,0.46513557890693846
ZEC,VET,0.5711080734188587
ADA,WBTC,0.4431236518679209
ALGO,WBTC,0.4919834262424486
ATOM,WBTC,0.37336070777678665
BCH,WBTC,0.568707696465857
BNB,WBTC,0.4429546457138075
BSV,WBTC,0.47963079590887786
BTC,WBTC,0.9324282614392728
CRO,WBTC,0.47137888727429056
DASH,WBTC,0.49493569940007626
DOT,WBTC,0.47894515813173255
EOS,WBTC,0.5307938287286168
ETC,WBTC,0.3677388224558726
ETH,WBTC,0.6608563785060205
FTT,WBTC,0.6936827565140681
HEDG,WBTC,0.28920112328614495
HT,WBTC,0.3842905286110775
LINK,WBTC,0.516365069229564
LTC,WBTC,0.6760321088908772
MIOTA,WBTC,0.529456014821679
MKR,WBTC,0.3921443009030876
NEO,WBTC,0.4455996708705301
OKB,WBTC,0.3176285029589935
OMG,WBTC,0.45075819250456295
ONT,WBTC,0.5023567249956884
SNX,WBTC,0.40138970365319976
THETA,WBTC,0.43925292645272074
TRX,WBTC,0.3882003512541995
UMA,WBTC,0.3868554059461002
VET,WBTC,0.43805947871977396
WBTC,WBTC,1.0
XEM,WBTC,0.23021975720677998
XLM,WBTC,0.45493537344009793
XMR,WBTC,0.5114380989948374
XRP,WBTC,0.31811864077043145
XTZ,WBTC,0.4706122147973972
YFI,WBTC,0.3510018814228589
ZEC,WBTC,0.5355921595764976
ADA,XEM,0.34685847853073737
ALGO,XEM,0.32174332802924815
ATOM,XEM,0.29766183047855105
BCH,XEM,0.2294516448992552
BNB,XEM,0.28319053196288124
BSV,XEM,0.23122603148024157
BTC,XEM,0.2353597419535495
CRO,XEM,0.3948367737538324
DASH,XEM,0.2256609497723952
DOT,XEM,0.2599639724787262
EOS,XEM,0.27200683404870835
ETH,XEM,0.2867756679521082
FTT,XEM,0.37701165655245084
HT,XEM,0.30381589080682164
LINK,XEM,0.3394421428704007
MIOTA,XEM,0.3352051967093214
MKR,XEM,0.2002847656793667
NEO,XEM,0.29134620265471306
OKB,XEM,0.2508158458856132
OMG,XEM,0.2383345807975812
ONT,XEM,0.32857078231419323
SNX,XEM,0.26164033585758634
TRX,XEM,0.3210734097280927
UMA,XEM,0.23369150319714518
VET,XEM,0.2766606326312738
WBTC,XEM,0.23021975720677998
XEM,XEM,1.0
XLM,XEM,0.3281851949309654
XTZ,XEM,0.3503601759837686
YFI,XEM,0.26426333842396477
ZEC,XEM,0.26412686377171174
ADA,XLM,0.6327685837434008
ALGO,XLM,0.5668558395751612
ATOM,XLM,0.4638761121681338
BCH,XLM,0.5525551572015845
BNB,XLM,0.34864470363713795
BSV,XLM,0.47660941969511067
BTC,XLM,0.48685892770963707
CRO,XLM,0.41603052485475117
DASH,XLM,0.5039627599434238
DOT,XLM,0.3160388918317265
EOS,XLM,0.6778369289527196
ETC,XLM,0.413118538999115
ETH,XLM,0.5481672612546905
FTT,XLM,0.5164614060011883
HT,XLM,0.31661452240187704
LINK,XLM,0.5879111782447056
LTC,XLM,0.5224140832572542
MIOTA,XLM,0.6182340491991851
MKR,XLM,0.45161419449235
NEO,XLM,0.5367065668873405
OKB,XLM,0.20197757138158878
OMG,XLM,0.5170180059457746
ONT,XLM,0.5908124440165633
SNX,XLM,0.3525601465518019
THETA,XLM,0.24012975794181526
TRX,XLM,0.4704558257031382
UMA,XLM,0.32983064459284767
VET,XLM,0.49890572195375693
WBTC,XLM,0.45493537344009793
XEM,XLM,0.3281851949309654
XLM,XLM,1.0
XMR,XLM,0.38085820390147324
XRP,XLM,0.6075370266078718
XTZ,XLM,0.6471630800777819
YFI,XLM,0.30423857859328973
ZEC,XLM,0.558967894915309
ADA,XMR,0.3960951631025265
ALGO,XMR,0.4655402414672637
ATOM,XMR,0.41608072568488574
BCH,XMR,0.5373577959716199
BNB,XMR,0.4547651717233457
BSV,XMR,0.4490472052095822
BTC,XMR,0.5307491030942915
CRO,XMR,0.3005015356353509
DASH,XMR,0.6964311650337
DOT,XMR,0.34054495845975163
EOS,XMR,0.45835908135161807
ETC,XMR,0.49034232881799805
ETH,XMR,0.5067311935924294
FTT,XMR,0.49572812874330824
HT,XMR,0.36457796092623634
LINK,XMR,0.4673571954440212
LTC,XMR,0.5648329682336064
MIOTA,XMR,0.48387747825276906
MKR,XMR,0.3493083843688215
NEO,XMR,0.48345488097865785
OKB,XMR,0.2632939271196452
OMG,XMR,0.4605226572994561
ONT,XMR,0.5098747888950784
SNX,XMR,0.3519722121420037
THETA,XMR,0.40872146104950463
TRX,XMR,0.36444627449254247
UMA,XMR,0.3214500787438088
VET,XMR,0.43389504818635705
WBTC,XMR,0.5114380989948374
XLM,XMR,0.38085820390147324
XMR,XMR,1.0
XRP,XMR,0.29865007947905964
XTZ,XMR,0.538621024801681
YFI,XMR,0.2888620980654844
ZEC,XMR,0.719137389013751
ADA,XRP,0.3271839613244473
ALGO,XRP,0.41899150419852105
ATOM,XRP,0.29469979074972985
BCH,XRP,0.46353839265250135
BNB,XRP,0.3077368205684049
BSV,XRP,0.41496071932181516
BTC,XRP,0.34056516537301945
CRO,XRP,0.3152431101799286
DASH,XRP,0.4207545825449367
DOT,XRP,0.23178657507282482
EOS,XRP,0.5965929486390318
ETC,XRP,0.32610185466953195
ETH,XRP,0.40648520368962254
FTT,XRP,0.33392952154007904
HT,XRP,0.33492844797733384
LINK,XRP,0.42475127293875736
LTC,XRP,0.4632545513927739
MIOTA,XRP,0.542510068688459
MKR,XRP,0.3048149843684756
NEO,XRP,0.45353391501404183
OKB,XRP,0.23738577490197824
OMG,XRP,0.40560927475334785
ONT,XRP,0.46695646009210195
SNX,XRP,0.27777435164411984
TRX,XRP,0.4426979711649092
UMA,XRP,0.2953817476192201
VET,XRP,0.3663343084450455
WBTC,XRP,0.31811864077043145
XLM,XRP,0.6075370266078718
XMR,XRP,0.29865007947905964
XRP,XRP,1.0
XTZ,XRP,0.5188052219137814
YFI,XRP,0.3133800113693089
ZEC,XRP,0.48610729955176313
ADA,XTZ,0.6004911430442117
ALGO,XTZ,0.7722274797725228
ATOM,XTZ,0.6653126893016161
BCH,XTZ,0.7001485939959935
BNB,XTZ,0.4975382718308072
BSV,XTZ,0.6387062457580834
BTC,XTZ,0.5102136512276682
CRO,XTZ,0.4564954929324402
DASH,XTZ,0.6338975838121578
DOT,XTZ,0.4925902822921094
EOS,XTZ,0.7634500181380254
ETC,XTZ,0.5116765673084575
ETH,XTZ,0.684558607273912
FTT,XTZ,0.6224201546871985
HEDG,XTZ,0.2418321103605265
HT,XTZ,0.4562488475278073
LINK,XTZ,0.7642508928873842
LTC,XTZ,0.6577018180879936
MIOTA,XTZ,0.7165473004671352
MKR,XTZ,0.48786719579677146
NEO,XTZ,0.6597099179760213
OKB,XTZ,0.3439280185808391
OMG,XTZ,0.7434725249307663
ONT,XTZ,0.7845789169271162
SNX,XTZ,0.5857963264796824
THETA,XTZ,0.3884465208104166
TRX,XTZ,0.538977290100756
UMA,XTZ,0.4382531944037878
VET,XTZ,0.6851135770817053
WBTC,XTZ,0.4706122147973972
XEM,XTZ,0.3503601759837686
XLM,XTZ,0.6471630800777819
XMR,XTZ,0.538621024801681
XRP,XTZ,0.5188052219137814
XTZ,XTZ,1.0
YFI,XTZ,0.4662509526734369
ZEC,XTZ,0.7010117268891595
ADA,YFI,0.3619856886302245
ALGO,YFI,0.44028331606461835
ATOM,YFI,0.34929691504570076
BCH,YFI,0.3819051819803084
BNB,YFI,0.2824617119963995
BSV,YFI,0.33953738224540836
BTC,YFI,0.3669079370438065
CRO,YFI,0.25692499885493403
DASH,YFI,0.3430653308732466
DOT,YFI,0.4230513534537447
EOS,YFI,0.3963600424458438
ETC,YFI,0.36179372677394517
ETH,YFI,0.5195551456688967
FTT,YFI,0.4489778127982598
HT,YFI,0.25146298986152243
LINK,YFI,0.5255361789660121
LTC,YFI,0.4334019753525264
MIOTA,YFI,0.473148324500538
MKR,YFI,0.3264731756277924
NEO,YFI,0.5279775424408797
OKB,YFI,0.21515761013516457
OMG,YFI,0.43043253171078816
ONT,YFI,0.49679938213473207
SNX,YFI,0.5397719320439847
THETA,YFI,0.26745267633713543
TRX,YFI,0.3660926086520439
UMA,YFI,0.43304144963982777
VET,YFI,0.46513557890693846
WBTC,YFI,0.3510018814228589
XEM,YFI,0.26426333842396477
XLM,YFI,0.30423857859328973
XMR,YFI,0.2888620980654844
XRP,YFI,0.3133800113693089
XTZ,YFI,0.4662509526734369
YFI,YFI,1.0
ZEC,YFI,0.43617742913131563
ADA,ZEC,0.5112590816819466
ALGO,ZEC,0.585902035912446
ATOM,ZEC,0.5888538337197035
BCH,ZEC,0.7021848585827507
BNB,ZEC,0.4822884860242595
BSV,ZEC,0.6162335731291239
BTC,ZEC,0.5726449686076279
CRO,ZEC,0.4069200269878581
DASH,ZEC,0.8376996451614871
DOT,ZEC,0.4036764133889733
EOS,ZEC,0.6689760780205405
ETC,ZEC,0.5873686176233276
ETH,ZEC,0.6349335761268318
FTT,ZEC,0.5892250034245669
HT,ZEC,0.4139050110976098
LINK,ZEC,0.596811930149977
LTC,ZEC,0.6704516021373206
MIOTA,ZEC,0.7046402379875508
MKR,ZEC,0.4404858266501561
NEO,ZEC,0.6656237527499644
OKB,ZEC,0.30225584060161365
OMG,ZEC,0.6335852629148292
ONT,ZEC,0.696809947464494
SNX,ZEC,0.48413068187692687
THETA,ZEC,0.39131552561073724
TRX,ZEC,0.5204067381873435
UMA,ZEC,0.39302629914671505
VET,ZEC,0.5711080734188587
WBTC,ZEC,0.5355921595764976
XEM,ZEC,0.26412686377171174
XLM,ZEC,0.558967894915309
XMR,ZEC,0.719137389013751
XRP,ZEC,0.48610729955176313
XTZ,ZEC,0.7010117268891595
YFI,ZEC,0.43617742913131563
ZEC,ZEC,1.0
